TP (%),RPM,Lambda (AFR)
3.316,7027.19,10.17
3.327,7024.93,10.16
3.337,7022.54,10.15
3.349,7020.29,10.15
3.361,7017.89,10.14
3.373,7015.63,10.13
3.386,7013.23,10.12
3.4,7010.96,10.11
3.414,7008.57,10.11
3.429,7006.18,10.1
3.445,7003.79,10.09
3.461,7001.4,10.09
3.478,6999.02,10.08
3.495,6996.63,10.07
3.512,6994.39,10.06
3.53,6992.02,10.06
3.548,6989.79,10.05
3.567,6987.44,10.04
3.585,6985.22,10.03
3.605,6982.88,10.02
3.624,6980.68,10.01
3.645,6978.34,10
3.664,6976.14,9.99
3.685,6973.82,9.98
3.705,6971.64,9.97
3.726,6969.33,9.96
3.746,6967.17,9.94
3.768,6964.88,9.93
3.788,6962.73,9.92
3.81,6960.46,9.9
3.83,6958.32,9.89
3.852,6956.08,9.88
3.872,6953.98,9.86
3.893,6951.79,9.85
3.913,6949.76,9.84
3.934,6947.64,9.82
3.954,6945.66,9.81
3.975,6943.6,9.79
3.994,6941.68,9.78
4.015,6939.67,9.77
4.034,6937.81,9.75
4.052,6935.99,9.74
4.07,6934.21,9.73
4.088,6932.46,9.72
4.105,6930.75,9.7
4.122,6929.07,9.69
4.14,6927.32,9.68
4.156,6925.69,9.67
4.172,6923.98,9.66
4.187,6922.39,9.65
4.203,6920.73,9.64
4.217,6919.19,9.64
4.231,6917.57,9.63
4.244,6916.07,9.62
4.257,6914.51,9.61
4.268,6913.06,9.61
4.28,6911.53,9.6
4.291,6910.12,9.6
4.301,6908.73,9.59
4.31,6907.38,9.58
4.319,6906.05,9.58
4.328,6904.74,9.57
4.337,6903.45,9.57
4.346,6902.1,9.56
4.354,6900.84,9.56
4.362,6899.52,9.55
4.37,6898.32,9.55
4.378,6897.05,9.55
4.386,6895.9,9.54
4.394,6894.68,9.54
4.402,6893.56,9.54
4.41,6892.4,9.54
4.419,6891.33,9.54
4.428,6890.28,9.54
4.438,6889.25,9.54
4.448,6888.24,9.54
4.459,6887.25,9.54
4.471,6886.29,9.55
4.485,6885.28,9.55
4.498,6884.35,9.55
4.514,6883.37,9.56
4.53,6882.47,9.56
4.548,6881.52,9.56
4.567,6880.64,9.57
4.587,6879.78,9.57
4.609,6878.94,9.58
4.633,6878.1,9.58
4.658,6877.27,9.58
4.685,6876.46,9.59
4.715,6875.6,9.59
4.746,6874.8,9.6
4.78,6873.96,9.6
4.815,6873.18,9.61
4.854,6872.36,9.62
4.894,6871.6,9.62
4.938,6870.81,9.63
4.981,6870.07,9.64
5.027,6869.33,9.65
5.075,6868.61,9.66
5.125,6867.89,9.66
5.178,6867.18,9.67
5.232,6866.48,9.68
5.292,6865.75,9.7
5.35,6865.08,9.71
5.414,6864.38,9.72
5.476,6863.74,9.74
5.54,6863.11,9.75
5.607,6862.51,9.76
5.675,6861.92,9.78
5.745,6861.36,9.8
5.816,6860.81,9.81
5.893,6860.26,9.83
5.967,6859.77,9.85
6.046,6859.26,9.87
6.122,6858.81,9.89
6.198,6858.38,9.91
6.277,6857.97,9.93
6.355,6857.58,9.96
6.435,6857.22,9.98
6.515,6856.86,10
6.6,6856.51,10.03
6.681,6856.19,10.05
6.766,6855.88,10.08
6.847,6855.61,10.11
6.928,6855.36,10.13
7.008,6855.12,10.16
7.088,6854.91,10.19
7.168,6854.72,10.21
7.248,6854.55,10.24
7.331,6854.39,10.27
7.409,6854.26,10.3
7.491,6854.15,10.33
7.567,6854.08,10.36
7.643,6854.03,10.39
7.717,6854,10.42
7.791,6854.01,10.45
7.863,6854.04,10.48
7.934,6854.11,10.51
8.007,6854.22,10.54
8.075,6854.36,10.57
8.145,6854.54,10.6
8.209,6854.75,10.63
8.27,6855.01,10.66
8.331,6855.28,10.68
8.389,6855.6,10.71
8.447,6855.95,10.74
8.501,6856.33,10.77
8.557,6856.75,10.79
8.608,6857.18,10.82
8.656,6857.64,10.85
8.703,6858.12,10.87
8.747,6858.63,10.89
8.789,6859.16,10.92
8.829,6859.73,10.94
8.869,6860.33,10.96
8.904,6860.94,10.98
8.94,6861.59,11.01
8.971,6862.23,11.03
9,6862.88,11.04
9.026,6863.55,11.06
9.05,6864.23,11.08
9.072,6864.92,11.1
9.093,6865.62,11.11
9.112,6866.37,11.13
9.128,6867.08,11.14
9.143,6867.84,11.15
9.154,6868.57,11.17
9.164,6869.35,11.18
9.17,6870.1,11.19
9.175,6870.86,11.2
9.177,6871.63,11.21
1.911,6865.52,12.46
1.914,6862.65,12.49
1.918,6859.9,12.52
1.925,6857.11,12.54
1.935,6854.29,12.57
1.947,6851.43,12.59
1.962,6848.55,12.61
1.981,6845.63,12.63
2.004,6842.5,12.64
2.03,6839.52,12.66
2.059,6836.52,12.67
2.093,6833.51,12.69
2.13,6830.49,12.7
2.17,6827.46,12.7
2.215,6824.41,12.71
2.263,6821.19,12.72
2.314,6818.13,12.72
2.366,6815.07,12.72
2.42,6812.01,12.72
2.475,6808.96,12.71
2.531,6805.92,12.71
2.585,6802.9,12.7
2.643,6799.7,12.69
2.697,6796.7,12.68
2.75,6793.71,12.66
2.802,6790.74,12.64
2.853,6787.77,12.62
2.901,6784.82,12.6
2.947,6781.91,12.58
2.99,6779.02,12.55
3.031,6776.15,12.52
3.069,6773.3,12.49
3.105,6770.48,12.46
3.137,6767.67,12.43
3.167,6764.87,12.39
3.196,6762.09,12.36
3.221,6759.33,12.32
3.243,6756.61,12.29
3.265,6753.9,12.25
3.283,6751.24,12.22
3.3,6748.61,12.18
3.316,6746,12.15
3.329,6743.42,12.11
3.341,6740.88,12.08
3.354,6738.35,12.05
3.364,6735.88,12.02
3.373,6733.44,11.99
3.381,6731.16,11.96
3.389,6728.77,11.94
3.397,6726.4,11.91
3.405,6724.04,11.89
3.412,6721.71,11.87
3.417,6719.41,11.85
3.423,6717.11,11.83
3.427,6714.86,11.82
3.428,6712.78,11.8
3.431,6710.55,11.79
2.82,6634.71,12.02
2.823,6631.89,12.04
2.829,6629.05,12.05
2.837,6626.34,12.06
2.848,6623.42,12.08
2.86,6620.5,12.09
2.873,6617.7,12.1
2.888,6614.72,12.11
2.903,6611.69,12.11
2.918,6608.82,12.12
2.934,6605.76,12.12
2.949,6602.69,12.12
2.963,6599.76,12.12
2.978,6596.65,12.11
2.993,6593.52,12.11
3.006,6590.53,12.1
3.018,6587.51,12.09
3.031,6584.3,12.08
3.043,6581.25,12.07
3.054,6578.18,12.05
3.065,6574.92,12.04
3.076,6571.64,12.02
3.086,6568.55,12
3.096,6565.24,11.98
3.106,6561.94,11.96
3.114,6558.82,11.93
3.122,6555.72,11.91
3.131,6552.41,11.88
3.138,6549.31,11.86
3.146,6546.24,11.83
3.153,6542.99,11.8
3.161,6539.75,11.77
3.167,6536.74,11.74
3.174,6533.77,11.71
3.181,6530.6,11.68
3.188,6527.64,11.65
3.195,6524.71,11.62
3.202,6521.82,11.59
3.21,6518.78,11.56
3.217,6515.97,11.53
3.225,6513.19,11.5
3.233,6510.25,11.47
3.242,6507.38,11.44
3.251,6504.69,11.41
3.26,6502.04,11.39
3.269,6499.25,11.36
3.279,6496.67,11.33
3.289,6494.11,11.31
3.299,6491.6,11.28
3.31,6488.95,11.26
3.321,6486.5,11.23
3.333,6484.06,11.21
3.345,6481.64,11.19
3.358,6479.08,11.16
3.371,6476.68,11.14
3.384,6474.29,11.12
3.397,6471.92,11.09
3.412,6469.41,11.07
3.426,6467.05,11.05
3.441,6464.7,11.03
3.456,6462.35,11
3.472,6459.86,10.98
3.488,6457.5,10.95
3.505,6455.14,10.93
3.521,6452.79,10.91
3.539,6450.31,10.88
3.556,6447.98,10.85
3.574,6445.66,10.83
3.591,6443.35,10.8
3.61,6440.89,10.78
3.628,6438.58,10.75
3.647,6436.27,10.72
3.665,6433.95,10.69
3.684,6431.66,10.67
3.703,6429.38,10.64
3.723,6427.12,10.61
3.742,6424.87,10.58
3.762,6422.63,10.55
3.783,6420.25,10.52
3.803,6418.02,10.49
3.823,6415.8,10.47
3.843,6413.59,10.44
3.864,6411.41,10.41
3.885,6409.23,10.38
3.905,6407.09,10.35
3.926,6404.96,10.33
3.948,6402.85,10.3
3.97,6400.61,10.27
3.991,6398.54,10.25
4.013,6396.46,10.22
4.035,6394.41,10.19
4.056,6392.38,10.17
4.077,6390.5,10.15
4.099,6388.51,10.12
4.12,6386.55,10.1
4.142,6384.6,10.07
4.164,6382.67,10.05
4.187,6380.64,10.02
4.209,6378.75,10
4.231,6376.88,9.98
4.254,6375.01,9.96
4.276,6373.17,9.93
4.298,6371.36,9.91
4.32,6369.57,9.89
4.342,6367.8,9.87
4.365,6366.04,9.85
4.387,6364.3,9.83
4.409,6362.56,9.81
4.432,6360.85,9.79
4.455,6359.16,9.77
4.478,6357.5,9.75
4.502,6355.85,9.73
4.525,6354.23,9.71
4.549,6352.66,9.7
4.573,6351.11,9.68
4.598,6349.6,9.67
4.623,6348.12,9.65
4.647,6346.77,9.64
4.673,6345.35,9.63
4.7,6343.97,9.62
4.728,6342.65,9.61
4.756,6341.37,9.6
4.785,6340.14,9.6
4.814,6338.96,9.59
4.844,6337.8,9.58
4.875,6336.69,9.58
4.908,6335.62,9.58
4.94,6334.59,9.58
4.972,6333.67,9.58
5.007,6332.71,9.58
5.043,6331.77,9.58
5.079,6330.88,9.58
5.117,6330.01,9.59
5.155,6329.17,9.59
5.193,6328.43,9.6
5.233,6327.63,9.6
5.275,6326.87,9.61
5.319,6326.13,9.62
5.363,6325.43,9.63
5.409,6324.75,9.64
5.453,6324.16,9.65
5.501,6323.52,9.66
5.55,6322.93,9.67
5.6,6322.36,9.68
5.652,6321.82,9.7
5.705,6321.3,9.71
5.759,6320.8,9.73
5.814,6320.32,9.74
5.871,6319.87,9.76
5.929,6319.46,9.77
5.988,6319.07,9.79
6.044,6318.76,9.81
6.105,6318.43,9.83
6.167,6318.13,9.85
6.23,6317.87,9.87
6.294,6317.64,9.88
6.359,6317.44,9.91
6.421,6317.29,9.92
6.487,6317.14,9.95
6.554,6317.03,9.97
6.622,6316.95,9.99
6.69,6316.9,10.01
6.759,6316.88,10.03
6.823,6316.9,10.05
6.893,6316.94,10.08
6.962,6317.01,10.1
7.032,6317.11,10.12
7.102,6317.24,10.15
7.172,6317.4,10.17
7.237,6317.59,10.19
7.306,6317.82,10.22
7.375,6318.07,10.24
7.443,6318.35,10.27
7.511,6318.67,10.29
7.578,6319.01,10.32
7.646,6319.38,10.34
7.712,6319.78,10.36
7.777,6320.2,10.39
7.842,6320.65,10.41
7.906,6321.11,10.43
7.964,6321.59,10.46
8.025,6322.11,10.48
8.085,6322.65,10.5
8.144,6323.22,10.52
8.201,6323.83,10.54
8.257,6324.45,10.56
8.308,6325.08,10.58
8.361,6325.76,10.6
8.412,6326.46,10.62
8.462,6327.19,10.64
8.51,6327.94,10.66
8.556,6328.72,10.68
8.597,6329.48,10.69
8.64,6330.31,10.71
8.681,6331.17,10.72
8.72,6332.06,10.74
8.757,6332.97,10.75
8.792,6333.9,10.77
8.825,6334.86,10.78
8.856,6335.84,10.79
8.885,6336.83,10.81
8.913,6337.84,10.82
8.938,6338.87,10.83
8.959,6339.85,10.84
8.981,6340.9,10.85
9.001,6341.98,10.86
9.019,6343.07,10.87
9.035,6344.16,10.88
9.049,6345.27,10.89
9.062,6346.39,10.9
9.074,6347.51,10.91
9.084,6348.64,10.91
9.093,6349.78,10.92
9.101,6350.93,10.93
9.108,6352.08,10.93
9.113,6353.24,10.94
9.117,6354.4,10.94
9.12,6355.57,10.95
9.123,6356.74,10.95
9.124,6357.91,10.96
9.125,6359.09,10.96
9.077,6382.9,10.99
9.078,6384.1,10.99
9.08,6385.31,10.99
9.084,6386.54,10.99
9.089,6387.76,10.99
9.095,6389,10.99
9.102,6390.24,10.98
9.111,6391.49,10.98
9.121,6392.75,10.98
9.133,6394.02,10.98
9.146,6395.3,10.98
9.16,6396.59,10.98
9.177,6397.89,10.98
9.195,6399.26,10.98
9.215,6400.57,10.98
9.236,6401.88,10.98
9.26,6403.2,10.98
9.285,6404.52,10.98
9.311,6405.84,10.98
9.339,6407.16,10.98
9.37,6408.5,10.98
9.402,6409.85,10.98
9.437,6411.28,10.98
9.472,6412.64,10.98
9.511,6414.02,10.98
9.55,6415.39,10.98
9.591,6416.77,10.98
9.635,6418.15,10.98
9.681,6419.54,10.98
9.727,6420.93,10.98
9.776,6422.32,10.98
9.831,6423.81,10.98
9.884,6425.21,10.98
9.938,6426.61,10.99
9.995,6428.01,10.99
10.058,6429.49,10.99
10.118,6430.9,10.99
10.181,6432.31,10.99
10.246,6433.73,11
10.314,6435.16,11
10.382,6436.59,11
10.453,6438.03,11.01
10.525,6439.47,11.01
10.599,6440.92,11.02
10.678,6442.47,11.02
10.755,6443.92,11.02
10.833,6445.38,11.03
10.913,6446.86,11.03
10.999,6448.43,11.04
11.08,6449.91,11.04
11.164,6451.4,11.05
11.247,6452.88,11.05
11.336,6454.45,11.06
11.421,6455.93,11.07
11.506,6457.4,11.07
11.592,6458.87,11.08
11.678,6460.35,11.08
11.763,6461.83,11.09
11.849,6463.31,11.1
11.935,6464.8,11.1
12.021,6466.29,11.11
12.111,6467.89,11.12
12.196,6469.4,11.12
12.28,6470.92,11.13
12.364,6472.45,11.14
12.453,6474.09,11.15
12.535,6475.64,11.16
12.617,6477.22,11.16
12.699,6478.81,11.17
12.785,6480.51,11.18
12.865,6482.14,11.19
12.943,6483.78,11.2
13.027,6485.53,11.21
13.11,6487.29,11.22
13.186,6488.98,11.23
13.262,6490.69,11.24
13.342,6492.51,11.25
13.416,6494.27,11.26
13.488,6496.04,11.27
13.56,6497.81,11.28
13.635,6499.71,11.29
13.704,6501.51,11.3
13.773,6503.33,11.31
13.84,6505.16,11.32
13.91,6507.12,11.33
13.975,6508.99,11.34
14.039,6510.88,11.35
14.1,6512.79,11.36
14.166,6514.82,11.37
14.225,6516.76,11.38
14.283,6518.73,11.39
14.345,6520.81,11.4
14.404,6522.92,11.41
14.458,6524.94,11.42
14.511,6526.97,11.43
14.567,6529.14,11.44
14.617,6531.21,11.45
14.666,6533.29,11.46
14.717,6535.52,11.46
14.767,6537.77,11.47
14.813,6539.9,11.48
14.858,6542.06,11.49
14.905,6544.37,11.5
14.948,6546.57,11.5
14.991,6548.8,11.51
15.035,6551.18,11.52
15.079,6553.57,11.53
15.119,6555.87,11.53
15.161,6558.3,11.54
15.203,6560.76,11.55
15.242,6563.09,11.55
15.281,6565.45,11.56
15.322,6567.95,11.56
15.361,6570.35,11.57
15.399,6572.75,11.58
15.44,6575.31,11.58
15.48,6577.9,11.59
15.518,6580.35,11.59
15.556,6582.81,11.6
15.596,6585.44,11.6
15.634,6587.95,11.61
15.672,6590.48,11.61
15.713,6593.18,11.61
15.753,6595.89,11.62
15.791,6598.45,11.62
15.832,6601.19,11.62
15.872,6603.93,11.63
15.91,6606.52,11.63
15.95,6609.27,11.63
15.991,6612.04,11.63
16.029,6614.66,11.64
16.07,6617.45,11.64
16.111,6620.27,11.64
16.149,6622.93,11.64
16.19,6625.76,11.64
16.231,6628.6,11.64
16.27,6631.29,11.64
16.311,6634.15,11.64
16.353,6637.03,11.64
16.392,6639.75,11.64
16.434,6642.66,11.64
16.476,6645.59,11.64
16.516,6648.36,11.64
16.558,6651.29,11.64
16.601,6654.24,11.64
16.641,6657.02,11.64
16.685,6659.98,11.64
16.728,6662.95,11.64
16.77,6665.77,11.64
16.814,6668.77,11.64
16.859,6671.8,11.64
16.901,6674.64,11.64
16.947,6677.67,11.64
16.993,6680.7,11.64
17.039,6683.73,11.64
17.086,6686.77,11.64
17.133,6689.83,11.64
17.181,6692.91,11.64
17.23,6696.01,11.65
17.277,6698.95,11.65
17.327,6702.06,11.65
17.378,6705.2,11.65
17.428,6708.32,11.65
17.48,6711.47,11.65
17.532,6714.61,11.65
17.585,6717.79,11.65
17.639,6720.97,11.65
17.69,6723.99,11.65
17.746,6727.2,11.65
17.801,6730.41,11.65
17.857,6733.63,11.66
17.914,6736.86,11.66
17.972,6740.1,11.66
18.029,6743.33,11.66
18.089,6746.6,11.66
18.145,6749.69,11.66
18.205,6752.97,11.66
18.265,6756.25,11.66
18.326,6759.54,11.67
18.387,6762.85,11.67
18.452,6766.34,11.67
18.515,6769.66,11.67
18.577,6772.99,11.67
18.641,6776.34,11.67
18.704,6779.69,11.67
18.765,6782.87,11.68
18.829,6786.24,11.68
18.893,6789.62,11.68
18.957,6793,11.68
19.022,6796.4,11.68
19.09,6799.99,11.68
19.154,6803.42,11.69
19.219,6806.86,11.69
19.284,6810.32,11.69
19.348,6813.8,11.69
19.413,6817.3,11.69
19.477,6820.79,11.69
19.544,6824.51,11.7
19.607,6828.03,11.7
19.67,6831.57,11.7
19.733,6835.13,11.7
19.795,6838.72,11.7
19.857,6842.32,11.71
19.918,6845.94,11.71
19.983,6849.78,11.71
20.043,6853.41,11.71
20.106,6857.28,11.71
20.165,6860.95,11.71
20.223,6864.63,11.72
20.28,6868.33,11.72
20.337,6872.07,11.72
20.393,6875.81,11.72
20.448,6879.58,11.72
20.506,6883.56,11.72
20.558,6887.32,11.73
20.614,6891.32,11.73
20.665,6895.11,11.73
20.718,6899.11,11.73
20.767,6902.93,11.73
20.818,6906.97,11.73
20.865,6910.81,11.73
20.911,6914.64,11.73
20.956,6918.5,11.74
20.999,6922.34,11.74
21.041,6926.19,11.74
21.083,6930.04,11.74
21.126,6934.12,11.74
21.164,6938.01,11.74
21.205,6942.14,11.74
21.242,6946.07,11.74
21.279,6950.21,11.74
21.314,6954.17,11.74
21.349,6958.34,11.74
21.381,6962.31,11.74
21.414,6966.52,11.74
21.444,6970.54,11.74
21.475,6974.79,11.74
21.503,6978.84,11.74
21.532,6983.12,11.74
21.557,6987.17,11.74
21.584,6991.47,11.74
21.608,6995.52,11.74
21.632,6999.84,11.74
21.656,7004.17,11.74
21.679,7008.51,11.74
21.701,7012.86,11.74
21.722,7017.22,11.74
21.743,7021.57,11.74
21.761,7025.7,11.74
21.78,7030.07,11.74
21.797,7034.2,11.74
21.815,7038.59,11.74
21.832,7042.77,11.74
21.848,7047.2,11.73
21.864,7051.39,11.73
21.88,7055.84,11.73
21.894,7060.03,11.73
21.909,7064.46,11.73
21.924,7068.9,11.72
21.938,7073.33,11.72
21.952,7077.76,11.72
21.966,7082.21,11.72
21.979,7086.65,11.72
21.991,7090.84,11.71
22.004,7095.27,11.71
22.016,7099.69,11.71
22.028,7104.09,11.71
22.04,7108.48,11.71
22.052,7112.88,11.7
22.063,7117.28,11.7
22.072,7121.44,11.7
22.081,7125.84,11.7
22.088,7130.25,11.69
22.093,7134.65,11.69
5.745,7386.89,11.27
5.777,7387.59,11.26
5.831,7388.2,11.26
5.899,7388.74,11.25
5.988,7389.09,11.25
6.097,7389.31,11.24
6.224,7389.47,11.24
6.364,7389.58,11.23
6.517,7389.51,11.23
6.688,7389.37,11.23
6.869,7389.19,11.23
7.061,7388.91,11.24
7.254,7388.51,11.24
7.462,7388.07,11.24
7.676,7387.59,11.24
7.884,7387.05,11.25
8.096,7386.48,11.25
8.322,7385.87,11.26
8.549,7385.23,11.26
8.766,7384.59,11.27
8.996,7383.92,11.27
9.227,7383.24,11.28
9.444,7382.62,11.28
9.662,7382,11.29
9.893,7381.36,11.29
10.11,7380.77,11.29
10.324,7380.24,11.3
10.549,7379.71,11.3
10.771,7379.19,11.3
10.977,7378.8,11.31
11.192,7378.42,11.31
11.404,7378.09,11.31
11.601,7377.83,11.31
11.792,7377.65,11.32
11.99,7377.49,11.32
12.173,7377.4,11.32
12.351,7377.36,11.32
12.533,7377.39,11.33
12.709,7377.49,11.33
12.871,7377.64,11.34
13.038,7377.87,11.34
13.197,7378.17,11.35
13.341,7378.55,11.36
13.481,7378.96,11.37
13.624,7379.46,11.38
13.753,7380.04,11.39
13.878,7380.67,11.4
14.009,7381.35,11.41
14.126,7382.11,11.42
14.24,7382.94,11.43
14.358,7383.86,11.45
14.474,7384.82,11.46
14.578,7385.85,11.48
14.686,7386.99,11.49
14.792,7388.2,11.51
14.891,7389.41,11.52
14.987,7390.72,11.54
15.088,7392.15,11.55
15.187,7393.64,11.57
15.277,7395.13,11.58
15.372,7396.75,11.6
15.466,7398.43,11.61
15.552,7400.09,11.62
15.637,7401.8,11.63
15.727,7403.65,11.64
15.814,7405.55,11.65
15.895,7407.4,11.66
15.979,7409.4,11.67
16.062,7411.43,11.68
16.137,7413.4,11.68
16.212,7415.39,11.69
16.289,7417.53,11.7
16.366,7419.71,11.7
16.436,7421.78,11.71
16.51,7423.99,11.71
16.581,7426.2,11.71
16.651,7428.43,11.72
16.716,7430.54,11.72
16.783,7432.78,11.72
16.849,7435.02,11.73
16.911,7437.16,11.73
16.972,7439.31,11.73
17.036,7441.58,11.74
17.099,7443.86,11.74
17.158,7446.03,11.74
17.22,7448.33,11.74
17.282,7450.65,11.74
17.344,7452.98,11.75
17.402,7455.22,11.75
17.464,7457.6,11.75
17.526,7460,11.75
17.588,7462.41,11.75
17.646,7464.73,11.75
17.708,7467.19,11.75
17.77,7469.68,11.75
17.831,7472.19,11.75
17.89,7474.62,11.76
17.952,7477.2,11.76
18.013,7479.8,11.76
18.074,7482.41,11.76
18.131,7484.91,11.76
18.191,7487.57,11.76
18.251,7490.24,11.76
18.309,7492.93,11.75
18.368,7495.66,11.75
18.425,7498.41,11.75
18.482,7501.16,11.75
18.538,7503.92,11.75
18.592,7506.7,11.75
18.643,7509.35,11.75
18.695,7512.17,11.75
18.746,7515.01,11.75
18.797,7517.87,11.75
18.844,7520.59,11.75
18.892,7523.48,11.74
18.939,7526.37,11.74
18.985,7529.28,11.74
19.029,7532.2,11.74
19.072,7535.14,11.74
19.114,7538.09,11.74
19.155,7541.06,11.73
19.194,7544.06,11.73
19.233,7547.07,11.73
19.269,7550.1,11.73
19.305,7553.14,11.73
19.34,7556.19,11.72
19.374,7559.25,11.72
19.407,7562.32,11.72
19.439,7565.4,11.72
19.47,7568.49,11.72
19.5,7571.59,11.71
19.529,7574.68,11.71
19.557,7577.78,11.71
19.585,7580.89,11.71
19.612,7583.99,11.71
19.638,7587.11,11.7
19.664,7590.24,11.7
19.688,7593.39,11.7
19.712,7596.53,11.7
19.735,7599.67,11.7
19.758,7602.81,11.69
19.779,7605.97,11.69
19.8,7609.12,11.69
19.821,7612.45,11.69
19.841,7615.65,11.69
19.86,7618.85,11.68
19.878,7622.05,11.68
19.896,7625.26,11.68
19.913,7628.47,11.68
19.931,7631.86,11.68
19.946,7635.09,11.67
19.962,7638.34,11.67
19.977,7641.59,11.67
19.992,7644.86,11.67
20.007,7648.12,11.67
20.021,7651.56,11.66
20.036,7654.99,11.66
20.05,7658.27,11.66
20.063,7661.54,11.66
20.076,7664.83,11.66
20.09,7668.16,11.66
20.102,7671.48,11.66
20.116,7674.97,11.66
20.129,7678.31,11.65
20.142,7681.66,11.65
20.154,7685,11.65
20.167,7688.35,11.65
20.18,7691.72,11.65
20.193,7695.27,11.65
20.206,7698.81,11.65
20.22,7702.36,11.65
20.233,7705.72,11.65
20.245,7709.09,11.65
20.258,7712.45,11.65
20.271,7715.82,11.65
20.284,7719.19,11.65
20.297,7722.75,11.65
20.311,7726.31,11.65
20.324,7729.87,11.65
20.337,7733.26,11.65
20.35,7736.65,11.65
20.362,7740.03,11.65
20.375,7743.42,11.65
20.388,7746.81,11.65
20.401,7750.4,11.65
20.414,7753.97,11.65
20.428,7757.56,11.65
20.441,7761.14,11.65
20.454,7764.72,11.65
20.466,7768.11,11.65
20.479,7771.52,11.65
20.491,7774.94,11.65
20.504,7778.37,11.65
20.516,7781.79,11.65
20.529,7785.4,11.65
20.542,7789.01,11.65
20.554,7792.61,11.65
20.567,7796.21,11.65
20.579,7799.83,11.65
20.592,7803.45,11.65
20.604,7807.06,11.65
20.616,7810.49,11.65
20.627,7813.9,11.65
20.639,7817.31,11.65
20.65,7820.72,11.65
20.661,7824.13,11.65
20.673,7827.72,11.65
20.685,7831.32,11.65
20.696,7834.9,11.64
20.707,7838.48,11.64
20.718,7842.05,11.64
20.729,7845.63,11.64
20.74,7849.19,11.64
20.75,7852.77,11.64
20.76,7856.34,11.64
20.77,7859.92,11.64
20.78,7863.48,11.64
20.79,7867.04,11.64
20.799,7870.6,11.64
20.808,7873.97,11.64
20.816,7877.33,11.64
20.824,7880.72,11.65
20.832,7884.09,11.65
20.84,7887.47,11.65
20.848,7891.02,11.65
20.855,7894.56,11.65
20.863,7898.09,11.65
20.87,7901.62,11.65
20.877,7905.17,11.65
20.884,7908.71,11.65
20.89,7912.26,11.65
20.896,7915.81,11.65
20.902,7919.36,11.65
20.908,7922.9,11.65
20.913,7926.45,11.65
20.918,7930.01,11.66
20.923,7933.57,11.66
20.928,7937.14,11.66
20.933,7940.7,11.66
20.937,7944.26,11.66
20.941,7947.81,11.66
20.945,7951.37,11.67
20.948,7954.91,11.67
20.952,7958.46,11.67
20.956,7962.02,11.67
20.959,7965.58,11.67
20.962,7969.13,11.67
20.966,7972.67,11.67
20.969,7976.21,11.67
20.972,7979.74,11.68
20.974,7983.27,11.68
20.977,7986.8,11.68
20.98,7990.32,11.68
20.982,7993.84,11.68
20.984,7997.34,11.68
20.986,8000.83,11.68
20.988,8004.32,11.68
20.99,8007.8,11.68
20.992,8011.27,11.68
20.994,8014.75,11.68
20.995,8018.24,11.68
20.996,8021.71,11.68
20.998,8025.19,11.68
20.999,8028.67,11.68
21,8032.14,11.68
21.001,8039.09,11.68
20.558,8357.94,11.54
20.559,8371.18,11.54
20.56,8377.79,11.53
20.561,8387.69,11.53
20.562,8391,11.53
20.563,8397.63,11.53
20.564,8404.25,11.52
20.565,8407.55,11.52
20.566,8414.32,11.52
20.567,8424.22,11.52
20.526,8536.1,11.5
20.529,8539.42,11.5
20.532,8542.75,11.5
20.537,8545.93,11.5
20.543,8549.26,11.5
20.551,8552.6,11.5
20.561,8555.79,11.5
20.573,8558.98,11.5
20.587,8562.32,11.5
20.604,8565.5,11.5
20.623,8568.68,11.5
20.646,8572,11.5
20.672,8575.33,11.5
20.701,8578.5,11.5
20.733,8581.8,11.5
20.769,8585.1,11.5
20.808,8588.23,11.5
20.851,8591.5,11.5
20.897,8594.76,11.5
20.947,8597.87,11.5
20.999,8600.98,11.5
21.057,8604.22,11.5
21.116,8607.3,11.5
21.179,8610.38,11.5
21.247,8613.6,11.51
21.318,8616.81,11.51
21.39,8619.88,11.51
21.467,8623.1,11.51
21.547,8626.31,11.51
21.63,8629.51,11.51
21.717,8632.72,11.51
21.805,8635.92,11.51
21.896,8639.12,11.51
21.989,8642.34,11.51
22.083,8645.42,11.51
22.18,8648.64,11.51
22.279,8651.87,11.52
22.376,8654.96,11.52
22.478,8658.2,11.52
22.581,8661.45,11.52
22.682,8664.56,11.52
22.788,8667.84,11.52
22.895,8671.12,11.52
22.998,8674.26,11.52
23.106,8677.56,11.52
23.215,8680.87,11.52
23.324,8684.2,11.52
23.433,8687.55,11.52
23.543,8690.93,11.52
23.653,8694.31,11.52
23.762,8697.7,11.53
23.866,8700.95,11.53
23.973,8704.36,11.53
24.081,8707.78,11.53
24.182,8711.07,11.53
24.288,8714.52,11.53
24.392,8717.98,11.53
24.495,8721.45,11.53
24.597,8724.93,11.53
24.695,8728.43,11.53
24.793,8731.94,11.52
24.887,8735.47,11.52
24.979,8739.01,11.52
25.067,8742.58,11.52
25.154,8746.16,11.52
25.236,8749.76,11.52
25.315,8753.37,11.52
25.39,8757.01,11.52
25.462,8760.67,11.52
25.528,8764.34,11.52
25.59,8768.02,11.51
25.646,8771.72,11.51
25.699,8775.44,11.51
25.744,8779.16,11.51
25.785,8782.91,11.51
25.819,8786.7,11.5
25.847,8790.48,11.5
25.867,8794.3,11.5
25.881,8798.13,11.5
